date,produit,categorie,prix_unitaire,quantite,ca
2024-01-14,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-01-14,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-01-14,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-14,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-01-14,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-14,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-14,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-14,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-01-14,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-01-14,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-14,croquette chien,croquette,6.0,1,6.0
2024-01-14,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-14,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-14,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-01-14,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-01-14,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-14,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-01-14,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-14,litiere naturel,litiere,10.0,1,10.0
2024-01-14,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-14,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-01-14,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-01-14,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-01-14,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-14,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-14,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-15,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-01-15,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-15,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-15,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-15,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-15,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-01-15,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-15,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-15,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-15,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-15,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-01-15,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-15,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-15,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-15,litiere naturel,litiere,10.0,1,10.0
2024-01-15,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-15,croquette chien,croquette,6.0,1,6.0
2024-01-15,croquette ships chat,croquette,6.0,1,6.0
2024-01-15,croquette ships chat,croquette,6.0,1,6.0
2024-01-15,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-01-16,croquette ships chat,croquette,6.0,1,6.0
2024-01-16,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-16,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-16,croquette chien,croquette,6.0,1,6.0
2024-01-16,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-16,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-16,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-16,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-16,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-16,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-16,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-16,croquette ships chat,croquette,6.0,1,6.0
2024-01-16,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-16,croquette chien,croquette,6.0,1,6.0
2024-01-16,croquette chien,croquette,6.0,1,6.0
2024-01-16,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-16,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-16,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-16,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-16,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-16,croquette chien,croquette,6.0,2,12.0
2024-01-16,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-16,litiere naturel,litiere,10.0,1,10.0
2024-01-16,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-16,croquette ships chat,croquette,6.0,1,6.0
2024-01-16,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-16,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-01-16,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-16,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-16,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-01-16,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-01-16,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-01-16,croquette chien,croquette,6.0,1,6.0
2024-01-16,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-16,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-01-16,croquette chien,croquette,6.0,1,6.0
2024-01-16,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-16,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-01-17,croquette chien,croquette,6.0,1,6.0
2024-01-17,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-17,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-17,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-01-17,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-17,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-17,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-17,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-01-17,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-17,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-17,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-17,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-01-17,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-17,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-17,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-17,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-17,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-17,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-17,croquette ships chat,croquette,6.0,1,6.0
2024-01-17,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-17,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-01-17,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-17,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-17,croquette chien,croquette,6.0,2,12.0
2024-01-17,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-17,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-17,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-17,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-17,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-17,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-17,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-17,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-17,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-17,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-01-17,croquette ships chat,croquette,6.0,1,6.0
2024-01-17,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-17,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-17,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-18,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-01-18,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-18,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-18,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-18,croquette ships chat,croquette,6.0,1,6.0
2024-01-18,litiere naturel,litiere,10.0,1,10.0
2024-01-18,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-01-18,litiere naturel,litiere,10.0,1,10.0
2024-01-18,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-18,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-01-18,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-18,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-18,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-18,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-18,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-18,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-18,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-01-18,croquette chien,croquette,6.0,2,12.0
2024-01-18,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-18,litiere naturel,litiere,10.0,1,10.0
2024-01-18,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-18,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-18,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-18,croquette ships chat,croquette,6.0,1,6.0
2024-01-18,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-18,croquette ships chat,croquette,6.0,1,6.0
2024-01-18,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-01-18,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-01-18,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-18,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-18,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-18,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-18,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-18,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-01-18,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-18,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-18,croquette chien,croquette,6.0,1,6.0
2024-01-18,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-18,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-18,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-01-18,litiere naturel,litiere,10.0,1,10.0
2024-01-18,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-18,litiere naturel,litiere,10.0,1,10.0
2024-01-18,litiere naturel,litiere,10.0,1,10.0
2024-01-18,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-01-18,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-01-18,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-01-18,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-18,croquette ships chat,croquette,6.0,2,12.0
2024-01-19,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-01-19,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-19,croquette chien,croquette,6.0,1,6.0
2024-01-19,litiere naturel,litiere,10.0,1,10.0
2024-01-19,croquette chien,croquette,6.0,1,6.0
2024-01-19,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-19,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-19,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-19,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-19,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-19,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-19,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-01-19,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-19,litiere naturel,litiere,10.0,2,20.0
2024-01-19,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-19,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-19,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-01-19,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-19,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-19,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-01-19,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-20,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-20,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-20,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-01-20,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-20,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-01-20,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-20,croquette ships chat,croquette,6.0,1,6.0
2024-01-20,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-01-20,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-20,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-01-20,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-20,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-20,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-01-20,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-20,croquette ships chat,croquette,6.0,1,6.0
2024-01-20,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-20,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-20,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-01-20,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-20,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-20,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-20,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-20,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-20,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-20,litiere naturel,litiere,10.0,2,20.0
2024-01-20,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-01-20,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-01-20,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-20,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-20,litiere naturel,litiere,10.0,1,10.0
2024-01-20,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-20,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-20,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-01-20,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-20,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-21,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-21,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-01-21,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-21,croquette chien,croquette,6.0,1,6.0
2024-01-21,croquette ships chat,croquette,6.0,1,6.0
2024-01-21,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-21,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-21,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-21,litiere naturel,litiere,10.0,1,10.0
2024-01-21,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-21,litiere naturel,litiere,10.0,1,10.0
2024-01-21,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-01-21,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-21,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-21,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-01-21,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-01-21,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-21,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-21,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-21,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-21,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-01-21,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-01-21,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-01-21,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-21,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-21,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-01-21,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-01-21,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-01-21,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-21,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-21,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-21,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-01-21,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-21,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-01-21,litiere naturel,litiere,10.0,1,10.0
2024-01-21,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-01-21,croquette chien,croquette,6.0,2,12.0
2024-01-21,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-21,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-01-21,litiere naturel,litiere,10.0,1,10.0
2024-01-21,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-21,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-21,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-22,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-22,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-22,croquette chien,croquette,6.0,1,6.0
2024-01-22,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-01-22,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-22,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-01-22,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-22,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-22,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-01-22,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-22,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-22,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-22,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-22,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-22,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-22,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-01-22,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-01-22,litiere naturel,litiere,10.0,2,20.0
2024-01-22,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-01-22,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-22,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-01-22,croquette chien,croquette,6.0,1,6.0
2024-01-22,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-01-22,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-01-22,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-22,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-01-22,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-22,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-22,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-22,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-22,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-22,litiere naturel,litiere,10.0,1,10.0
2024-01-22,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-01-22,croquette chien,croquette,6.0,1,6.0
2024-01-23,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-23,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-23,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-23,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-23,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-23,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-23,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-23,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-01-23,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-01-23,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-23,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-23,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-23,croquette ships chat,croquette,6.0,1,6.0
2024-01-23,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-23,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-23,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-01-23,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-23,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-01-23,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-23,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-23,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-01-23,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-23,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-23,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-01-23,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-23,croquette ships chat,croquette,6.0,1,6.0
2024-01-23,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-23,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-23,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-23,croquette chien,croquette,6.0,1,6.0
2024-01-23,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-01-23,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-23,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-23,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-01-24,croquette ships chat,croquette,6.0,2,12.0
2024-01-24,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-24,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-24,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-01-24,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-24,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-24,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-01-24,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-24,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-01-24,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-24,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-24,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-24,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-24,croquette chien,croquette,6.0,1,6.0
2024-01-24,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-24,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-01-24,litiere naturel,litiere,10.0,2,20.0
2024-01-24,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-01-24,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-01-24,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-24,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-24,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-24,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-01-24,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-01-24,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-01-24,litiere chat cats ways,litiere,12.0,2,24.0
2024-01-24,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-01-24,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-24,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-01-24,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-24,croquette ships chat,croquette,6.0,1,6.0
2024-01-24,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-01-24,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-01-24,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-01-24,litiere naturel,litiere,10.0,2,20.0
2024-01-24,croquette ships chat,croquette,6.0,1,6.0
2024-01-24,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-01-24,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-01-24,litiere chat cats ways,litiere,12.0,1,12.0
2024-01-24,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-01-24,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-01-24,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-01-24,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-01-24,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-01-24,croquette chien,croquette,6.0,1,6.0
2024-01-24,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-01-24,Savon d'Alep bio,Hygiène,18.0,1,18.0
